Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NZ_JAELTO010000165.1	1	463		plus	DUF2076 family protein			protein-coding			WP_198972804.1	DUF2076 family protein	153	JHD63_RS21310
NZ_JAELTO010000165.1	496	813		plus	hypothetical protein			protein-coding			WP_198972805.1	hypothetical protein	105	JHD63_RS21315
NZ_JAELTO010000165.1	938	1939		minus	type I glyceraldehyde-3-phosphate dehydrogenase	gap		protein-coding			WP_198972806.1	type I glyceraldehyde-3-phosphate dehydrogenase	333	JHD63_RS21320
NZ_JAELTO010000165.1	2001	4049		minus	transketolase	tkt		protein-coding			WP_198972807.1	transketolase	682	JHD63_RS21325
NZ_JAELTO010000165.1	4206	4967		plus	nucleotidyltransferase family protein			protein-coding			WP_198972808.1	nucleotidyltransferase family protein	253	JHD63_RS21330
NZ_JAELTO010000165.1	4964	6352		plus	aminopeptidase P N-terminal domain-containing protein			protein-coding			WP_198972809.1	aminopeptidase P N-terminal domain-containing protein	462	JHD63_RS21335
NZ_JAELTO010000166.1	1	976		plus	malonyl-CoA decarboxylase family protein			protein-coding			WP_198972810.1	malonyl-CoA decarboxylase family protein	324	JHD63_RS21340
NZ_JAELTO010000166.1	1007	1996		plus	tripartite tricarboxylate transporter substrate-binding protein			protein-coding			WP_198972811.1	tripartite tricarboxylate transporter substrate-binding protein	329	JHD63_RS21345
NZ_JAELTO010000166.1	2079	3608		plus	malonyl-CoA synthase			protein-coding			WP_198972812.1	malonyl-CoA synthase	509	JHD63_RS21350
NZ_JAELTO010000166.1	3779	5059		plus	HD-GYP domain-containing protein			protein-coding			WP_198972813.1	HD-GYP domain-containing protein	426	JHD63_RS21355
NZ_JAELTO010000166.1	5071	6420		plus	PAS domain S-box protein			protein-coding			WP_233168522.1	PAS domain S-box protein	450	JHD63_RS21360
NZ_JAELTO010000167.1	178	540		plus	translation initiation factor Sui1			protein-coding			WP_198972815.1	translation initiation factor Sui1	120	JHD63_RS21365
NZ_JAELTO010000167.1	560	760		plus	DUF3820 family protein			protein-coding			WP_255519314.1	DUF3820 family protein	66	JHD63_RS21370
NZ_JAELTO010000167.1	772	1485		minus	sulfite exporter TauE/SafE family protein			protein-coding			WP_198972817.1	sulfite exporter TauE/SafE family protein	237	JHD63_RS21375
NZ_JAELTO010000167.1	1482	2909		minus	amidohydrolase family protein			protein-coding			WP_198972818.1	amidohydrolase family protein	475	JHD63_RS21380
NZ_JAELTO010000167.1	3005	4354		minus	solute carrier family 23 protein			protein-coding			WP_198972819.1	solute carrier family 23 protein	449	JHD63_RS21385
NZ_JAELTO010000167.1	4503	5543		plus	LacI family DNA-binding transcriptional regulator			protein-coding			WP_198972820.1	LacI family DNA-binding transcriptional regulator	346	JHD63_RS21390
NZ_JAELTO010000167.1	5568	5861		minus	hypothetical protein			protein-coding			WP_198972821.1	hypothetical protein	97	JHD63_RS21395
NZ_JAELTO010000167.1	5867	6082		minus	general secretion pathway protein GspB			protein-coding			WP_304952652.1	general secretion pathway protein GspB	71	JHD63_RS24815
NZ_JAELTO010000168.1	1	292		minus	uncharacterized gene			pseudogene						JHD63_RS21405
NZ_JAELTO010000168.1	289	2403		minus	SMP-30/gluconolactonase/LRE family protein			protein-coding			WP_198972823.1	SMP-30/gluconolactonase/LRE family protein	704	JHD63_RS21410
NZ_JAELTO010000168.1	2539	3555		minus	sugar ABC transporter substrate-binding protein			protein-coding			WP_198972824.1	sugar ABC transporter substrate-binding protein	338	JHD63_RS21415
NZ_JAELTO010000168.1	3587	4606		minus	ABC transporter permease			protein-coding			WP_198972825.1	ABC transporter permease	339	JHD63_RS21420
NZ_JAELTO010000168.1	4811	5857		minus	porin			protein-coding			WP_233168524.1	porin	348	JHD63_RS21425
NZ_JAELTO010000169.1	250	621		plus	uncharacterized gene			pseudogene						JHD63_RS21430
NZ_JAELTO010000169.1	651	1058		plus	fluoride efflux transporter CrcB	crcB		protein-coding			WP_198972828.1	fluoride efflux transporter CrcB	135	JHD63_RS21435
NZ_JAELTO010000169.1	1055	1378		plus	DUF190 domain-containing protein			protein-coding			WP_198972829.1	DUF190 domain-containing protein	107	JHD63_RS21440
NZ_JAELTO010000169.1	1420	3594		minus	penicillin-binding protein 1C	pbpC		protein-coding			WP_198972830.1	penicillin-binding protein 1C	724	JHD63_RS21445
NZ_JAELTO010000169.1	3605	3988		minus	GFA family protein			protein-coding			WP_233168525.1	GFA family protein	127	JHD63_RS21450
NZ_JAELTO010000169.1	4003	4728		minus	amino acid racemase			protein-coding			WP_198972831.1	amino acid racemase	241	JHD63_RS21455
NZ_JAELTO010000169.1	4765	5004		minus	hypothetical protein			protein-coding			WP_198972832.1	hypothetical protein	79	JHD63_RS21460
NZ_JAELTO010000169.1	5024	5284		minus	hypothetical protein			protein-coding			WP_198972833.1	hypothetical protein	86	JHD63_RS21465
NZ_JAELTO010000170.1	1	319		plus	DUF3325 family protein			protein-coding			WP_198972835.1	DUF3325 family protein	105	JHD63_RS24820
NZ_JAELTO010000170.1	459	613		plus	uncharacterized gene			pseudogene						JHD63_RS24235
NZ_JAELTO010000170.1	614	922		minus	antibiotic biosynthesis monooxygenase			protein-coding			WP_198972836.1	antibiotic biosynthesis monooxygenase	102	JHD63_RS21475
NZ_JAELTO010000170.1	945	1910		minus	threo-3-hydroxy-L-aspartate ammonia-lyase			protein-coding			WP_198972837.1	threo-3-hydroxy-L-aspartate ammonia-lyase	321	JHD63_RS21480
NZ_JAELTO010000170.1	2061	2417		plus	hypothetical protein			protein-coding			WP_198972838.1	hypothetical protein	118	JHD63_RS21485
NZ_JAELTO010000170.1	2308	3027		plus	zeta toxin family protein			protein-coding			WP_255519315.1	zeta toxin family protein	239	JHD63_RS21490
NZ_JAELTO010000170.1	3092	3469		plus	hypothetical protein			protein-coding			WP_198972840.1	hypothetical protein	125	JHD63_RS21495
NZ_JAELTO010000170.1	3442	4260		minus	zinc-dependent peptidase			protein-coding			WP_198972841.1	zinc-dependent peptidase	272	JHD63_RS21500
NZ_JAELTO010000170.1	4368	5333		minus	hypothetical protein			protein-coding			WP_198972842.1	hypothetical protein	321	JHD63_RS21505
NZ_JAELTO010000170.1	5389	5698		minus	uncharacterized gene			pseudogene						JHD63_RS21510
NZ_JAELTO010000171.1	134	769		plus	uncharacterized gene			pseudogene						JHD63_RS21515
NZ_JAELTO010000171.1	1025	1378		plus	uncharacterized gene			pseudogene						JHD63_RS21520
NZ_JAELTO010000171.1	1439	2872		plus	metallophosphoesterase			protein-coding			WP_198972843.1	metallophosphoesterase	477	JHD63_RS21525
NZ_JAELTO010000171.1	2869	4116		plus	cytochrome c peroxidase			protein-coding			WP_198972844.1	cytochrome c peroxidase	415	JHD63_RS21530
NZ_JAELTO010000171.1	4182	5006		minus	orotidine-5'-phosphate decarboxylase	pyrF		protein-coding			WP_198972845.1	orotidine-5'-phosphate decarboxylase	274	JHD63_RS21535
NZ_JAELTO010000171.1	5018	5681		minus	uracil-DNA glycosylase family protein			protein-coding			WP_233168527.1	uracil-DNA glycosylase family protein	220	JHD63_RS21540
NZ_JAELTO010000172.1	1	2302		plus	indolepyruvate ferredoxin oxidoreductase family protein			protein-coding			WP_198972847.1	indolepyruvate ferredoxin oxidoreductase family protein	766	JHD63_RS21545
NZ_JAELTO010000172.1	2534	2869		plus	preprotein translocase subunit YajC	yajC		protein-coding			WP_198972848.1	preprotein translocase subunit YajC	111	JHD63_RS21550
NZ_JAELTO010000172.1	2957	4840		plus	protein translocase subunit SecD	secD		protein-coding			WP_198972849.1	protein translocase subunit SecD	627	JHD63_RS21555
NZ_JAELTO010000172.1	4852	5571		plus	protein translocase subunit SecF	secF		protein-coding			WP_198972850.1	protein translocase subunit SecF	240	JHD63_RS21560
NZ_JAELTO010000173.1	1	674		minus	DUF45 domain-containing protein			protein-coding			WP_198972851.1	DUF45 domain-containing protein	225	JHD63_RS21565
NZ_JAELTO010000173.1	681	1415		minus	lysophospholipid acyltransferase family protein			protein-coding			WP_198972852.1	lysophospholipid acyltransferase family protein	244	JHD63_RS21570
NZ_JAELTO010000173.1	1489	2073		minus	D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase	gmhB		protein-coding			WP_198972853.1	D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase	194	JHD63_RS21575
NZ_JAELTO010000173.1	2102	4228		minus	glycine--tRNA ligase subunit beta	glyS		protein-coding			WP_198972854.1	glycine--tRNA ligase subunit beta	708	JHD63_RS21580
NZ_JAELTO010000173.1	4243	5148		minus	glycine--tRNA ligase subunit alpha	glyQ		protein-coding			WP_198972855.1	glycine--tRNA ligase subunit alpha	301	JHD63_RS21585
NZ_JAELTO010000174.1	164	385		minus	hypothetical protein			protein-coding			WP_198972857.1	hypothetical protein	73	JHD63_RS21595
NZ_JAELTO010000174.1	522	953		plus	very short patch repair endonuclease			protein-coding			WP_198972858.1	very short patch repair endonuclease	143	JHD63_RS21600
NZ_JAELTO010000174.1	898	1926		minus	DNA cytosine methyltransferase			protein-coding			WP_198972859.1	DNA cytosine methyltransferase	342	JHD63_RS21605
NZ_JAELTO010000174.1	2058	4259		plus	sensor histidine kinase			protein-coding			WP_198972860.1	sensor histidine kinase	733	JHD63_RS21610
NZ_JAELTO010000174.1	4277	5251		plus	hypothetical protein			protein-coding			WP_198972861.1	hypothetical protein	324	JHD63_RS21615
NZ_JAELTO010000175.1	1	240		plus	uncharacterized gene			pseudogene						JHD63_RS24240
NZ_JAELTO010000175.1	320	1021		minus	TetR/AcrR family transcriptional regulator			protein-coding			WP_198972862.1	TetR/AcrR family transcriptional regulator	233	JHD63_RS21620
NZ_JAELTO010000175.1	1245	2810		plus	AMP-binding protein			protein-coding			WP_198972863.1	AMP-binding protein	521	JHD63_RS21625
NZ_JAELTO010000175.1	2845	4032		plus	lipid-transfer protein			protein-coding			WP_198972864.1	lipid-transfer protein	395	JHD63_RS21630
NZ_JAELTO010000175.1	4044	4853		plus	SDR family NAD(P)-dependent oxidoreductase			protein-coding			WP_198972865.1	SDR family NAD(P)-dependent oxidoreductase	269	JHD63_RS21635
NZ_JAELTO010000175.1	4902	5248		minus	uncharacterized gene			pseudogene						JHD63_RS21640
NZ_JAELTO010000176.1	1	316		minus	uncharacterized gene			pseudogene						JHD63_RS21645
NZ_JAELTO010000176.1	742	1725		minus	septal ring lytic transglycosylase RlpA family protein			protein-coding			WP_198972866.1	septal ring lytic transglycosylase RlpA family protein	327	JHD63_RS21650
NZ_JAELTO010000176.1	1709	4444		minus	bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase	glnE		protein-coding			WP_198972867.1	bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase	911	JHD63_RS21655
NZ_JAELTO010000176.1	4497	4982		plus	uncharacterized gene			pseudogene						JHD63_RS21660
NZ_JAELTO010000177.1	170	826		minus	response regulator transcription factor			protein-coding			WP_233168528.1	response regulator transcription factor	218	JHD63_RS21665
NZ_JAELTO010000177.1	835	2253		minus	cache domain-containing protein			protein-coding			WP_198972869.1	cache domain-containing protein	472	JHD63_RS21670
NZ_JAELTO010000177.1	2694	3164		plus	Rid family detoxifying hydrolase			protein-coding			WP_198972870.1	Rid family detoxifying hydrolase	156	JHD63_RS21675
NZ_JAELTO010000177.1	3190	4665		plus	aminotransferase class V-fold PLP-dependent enzyme			protein-coding			WP_198972871.1	aminotransferase class V-fold PLP-dependent enzyme	491	JHD63_RS21680
NZ_JAELTO010000177.1	4717	4969		minus	NAD(P)H-dependent oxidoreductase			protein-coding			WP_198972872.1	NAD(P)H-dependent oxidoreductase	83	JHD63_RS21685
NZ_JAELTO010000178.1	54	166		minus	5S ribosomal RNA	rrf		rRNA						JHD63_RS21690
NZ_JAELTO010000178.1	288	3163		minus	23S ribosomal RNA			rRNA						JHD63_RS21695
NZ_JAELTO010000178.1	3478	3553		minus	tRNA-Ala			tRNA						JHD63_RS21700
NZ_JAELTO010000178.1	3568	3644		minus	tRNA-Ile			tRNA						JHD63_RS21705
NZ_JAELTO010000178.1	3743	4953		minus	16S ribosomal RNA			rRNA						JHD63_RS21710
NZ_JAELTO010000179.1	162	311		minus	hypothetical protein			protein-coding			WP_198972873.1	hypothetical protein	49	JHD63_RS21720
NZ_JAELTO010000179.1	287	1180		minus	LysR substrate-binding domain-containing protein			protein-coding			WP_198972874.1	LysR substrate-binding domain-containing protein	297	JHD63_RS21725
NZ_JAELTO010000179.1	1314	2291		plus	tripartite tricarboxylate transporter substrate binding protein			protein-coding			WP_198972875.1	tripartite tricarboxylate transporter substrate binding protein	325	JHD63_RS21730
NZ_JAELTO010000179.1	2284	3270		plus	succinylglutamate desuccinylase/aspartoacylase family protein			protein-coding			WP_198972876.1	succinylglutamate desuccinylase/aspartoacylase family protein	328	JHD63_RS21735
NZ_JAELTO010000179.1	3335	4582		minus	MFS transporter			protein-coding			WP_198972877.1	MFS transporter	415	JHD63_RS21740
NZ_JAELTO010000180.1	73	1425		minus	uncharacterized gene			pseudogene						JHD63_RS21745
NZ_JAELTO010000180.1	1660	3321		plus	energy-dependent translational throttle protein EttA	ettA		protein-coding			WP_198972878.1	energy-dependent translational throttle protein EttA	553	JHD63_RS21750
NZ_JAELTO010000180.1	3361	4635		plus	DUF1631 family protein			protein-coding			WP_198972879.1	DUF1631 family protein	424	JHD63_RS21755
NZ_JAELTO010000181.1	1	332		minus	hypothetical protein			protein-coding			WP_198972880.1	hypothetical protein	111	JHD63_RS21760
NZ_JAELTO010000181.1	332	808		minus	flagellar FliJ family protein			protein-coding			WP_198972881.1	flagellar FliJ family protein	158	JHD63_RS21765
NZ_JAELTO010000181.1	805	2232		minus	flagellar protein export ATPase FliI	fliI		protein-coding			WP_198972882.1	flagellar protein export ATPase FliI	475	JHD63_RS21770
NZ_JAELTO010000181.1	2225	2977		minus	flagellar assembly protein FliH			protein-coding			WP_198972883.1	flagellar assembly protein FliH	250	JHD63_RS21775
NZ_JAELTO010000181.1	2961	3956		minus	flagellar motor switch protein FliG	fliG		protein-coding			WP_198972884.1	flagellar motor switch protein FliG	331	JHD63_RS21780
NZ_JAELTO010000181.1	3991	4746		minus	flagellar M-ring protein FliF C-terminal domain-containing protein			protein-coding			WP_304952653.1	flagellar M-ring protein FliF C-terminal domain-containing protein	251	JHD63_RS21785
NZ_JAELTO010000182.1	1	442		minus	four-carbon acid sugar kinase family protein			protein-coding			WP_198972885.1	four-carbon acid sugar kinase family protein	147	JHD63_RS21790
NZ_JAELTO010000182.1	590	1477		minus	NAD(P)-dependent oxidoreductase			protein-coding			WP_198972886.1	NAD(P)-dependent oxidoreductase	295	JHD63_RS21795
NZ_JAELTO010000182.1	1482	2462		minus	tripartite tricarboxylate transporter substrate binding protein			protein-coding			WP_198972887.1	tripartite tricarboxylate transporter substrate binding protein	326	JHD63_RS21800
NZ_JAELTO010000182.1	2580	3356		minus	FadR/GntR family transcriptional regulator			protein-coding			WP_198972888.1	FadR/GntR family transcriptional regulator	258	JHD63_RS21805
NZ_JAELTO010000182.1	3405	4727		minus	sulfatase-like hydrolase/transferase			protein-coding			WP_198972889.1	sulfatase-like hydrolase/transferase	440	JHD63_RS21810
NZ_JAELTO010000183.1	1	1112		minus	GAF domain-containing protein			protein-coding			WP_198972890.1	GAF domain-containing protein	371	JHD63_RS21815
NZ_JAELTO010000183.1	1423	3249		plus	NAD(P)/FAD-dependent oxidoreductase			protein-coding			WP_198972891.1	NAD(P)/FAD-dependent oxidoreductase	608	JHD63_RS21820
NZ_JAELTO010000183.1	3289	4356		plus	2,3-butanediol dehydrogenase			protein-coding			WP_198972892.1	2,3-butanediol dehydrogenase	355	JHD63_RS21825
NZ_JAELTO010000183.1	4539	4680		plus	uncharacterized gene			pseudogene						JHD63_RS21830
NZ_JAELTO010000184.1	1	1189		plus	transglutaminase-like domain-containing protein			protein-coding			WP_233168531.1	transglutaminase-like domain-containing protein	395	JHD63_RS21835
NZ_JAELTO010000184.1	1194	2273		plus	lytic murein transglycosylase B	mltB		protein-coding			WP_198972893.1	lytic murein transglycosylase B	359	JHD63_RS21840
NZ_JAELTO010000184.1	2279	3919		minus	acid phosphatase	acpA		protein-coding			WP_198972894.1	acid phosphatase	546	JHD63_RS21845
NZ_JAELTO010000184.1	4065	4654		plus	cytochrome-c peroxidase			protein-coding			WP_198972895.1	cytochrome-c peroxidase	197	JHD63_RS21850
NZ_JAELTO010000185.1	1	729		minus	aldehyde dehydrogenase family protein			protein-coding			WP_198972896.1	aldehyde dehydrogenase family protein	243	JHD63_RS21855
NZ_JAELTO010000185.1	806	1615		minus	enoyl-CoA hydratase/isomerase family protein			protein-coding			WP_198972897.1	enoyl-CoA hydratase/isomerase family protein	269	JHD63_RS21860
NZ_JAELTO010000185.1	1724	3226		minus	sugar ABC transporter ATP-binding protein			protein-coding			WP_198972898.1	sugar ABC transporter ATP-binding protein	500	JHD63_RS21865
NZ_JAELTO010000185.1	3229	4158		minus	strictosidine synthase			protein-coding			WP_198972899.1	strictosidine synthase	309	JHD63_RS21870
NZ_JAELTO010000186.1	1	1398		minus	diguanylate cyclase			protein-coding			WP_198972900.1	diguanylate cyclase	466	JHD63_RS21875
NZ_JAELTO010000186.1	1398	1691		minus	helix-turn-helix domain-containing protein			protein-coding			WP_198972901.1	helix-turn-helix domain-containing protein	97	JHD63_RS21880
NZ_JAELTO010000186.1	1897	2598		plus	XRE family transcriptional regulator			protein-coding			WP_198972902.1	XRE family transcriptional regulator	233	JHD63_RS21885
NZ_JAELTO010000186.1	2613	3572		minus	alpha-E domain-containing protein			protein-coding			WP_198972903.1	alpha-E domain-containing protein	319	JHD63_RS21890
